Id,MSSubClass,MSZoning_0,MSZoning_1,MSZoning_2,LotFrontage,LotArea,Street,Alley,LotShape,LandSlope,Neighborhood_0,Neighborhood_1,Neighborhood_2,Neighborhood_3,Neighborhood_4,Condition1_0,Condition1_1,Condition1_2,Condition1_3,Condition2_0,Condition2_1,Condition2_2,Condition2_3,BldgType_0,BldgType_1,BldgType_2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle_0,RoofStyle_1,RoofStyle_2,RoofMatl_0,RoofMatl_1,RoofMatl_2,RoofMatl_3,Exterior1st_0,Exterior1st_1,Exterior1st_2,Exterior1st_3,Exterior2nd_0,Exterior2nd_1,Exterior2nd_2,Exterior2nd_3,Exterior2nd_4,MasVnrArea,ExterQual,ExterCond,Foundation_0,Foundation_1,Foundation_2,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating_0,Heating_1,Heating_2,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType_0,SaleType_1,SaleType_2,SaleType_3,SaleCondition_0,SaleCondition_1,SaleCondition_2,MasVnrType_BrkFace,MasVnrType_Stone,MasVnrType_nan,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_ELO,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,SalePrice
226,160,0,1,0,21.0,1680,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,4,5,5,1971,1971,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,142.0,2,2,0,1,0,3,3,4,6,0.0,6,0.0,630.0,630.0,0,0,1,2,1,630,672,0,1302,0.0,0.0,2,1,3,1,2,6,0,0,0,6,1991.0,3,1.0,280.0,3,3,0,0,0,0,0,0,0,5,0,5,2009,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,112000
227,60,0,0,1,82.0,9950,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4,7,5,1995,1995,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,290.0,1,2,0,0,1,2,3,4,1,565.0,6,0.0,638.0,1203.0,0,0,1,0,1,1214,1306,0,2520,0.0,0.0,2,1,4,1,1,9,0,1,3,2,1995.0,2,3.0,721.0,3,3,0,224,114,0,0,0,0,5,0,6,2007,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,290000
228,160,0,1,0,21.0,1869,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,4,6,6,1970,1970,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,127.0,2,2,0,1,0,3,3,4,4,321.0,6,0.0,162.0,483.0,0,0,1,2,1,483,504,0,987,0.0,0.0,1,1,2,1,2,5,0,0,0,6,1987.0,3,1.0,280.0,3,3,0,0,0,0,0,0,0,5,0,9,2008,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,106000
229,20,0,0,1,70.0,8521,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,5,5,1967,1967,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0,2,2,0,1,0,3,3,4,2,842.0,6,0.0,70.0,912.0,0,0,1,2,1,912,0,0,912,0.0,0.0,1,0,3,1,2,5,0,1,2,6,1974.0,3,1.0,336.0,3,3,0,0,0,0,0,0,0,2,0,5,2010,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,125000
230,120,0,0,1,43.0,3182,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,7,5,2005,2006,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,16.0,1,2,0,0,1,2,3,2,1,16.0,6,0.0,1357.0,1373.0,0,0,1,0,1,1555,0,0,1555,0.0,0.0,2,0,2,1,1,7,0,1,3,2,2005.0,1,2.0,430.0,3,3,0,143,20,0,0,0,0,5,0,5,2009,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,192500
231,20,0,0,1,73.0,8760,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,6,6,1959,1959,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,220.0,2,2,0,1,0,3,3,4,6,0.0,6,0.0,1194.0,1194.0,0,0,1,2,1,1194,0,0,1194,1.0,0.0,1,0,3,1,2,6,0,0,0,2,1959.0,2,1.0,312.0,3,3,0,0,0,120,0,0,0,5,0,4,2010,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,148000
233,160,0,1,0,21.0,1680,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,4,6,5,1972,1972,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,297.0,2,2,0,1,0,3,3,4,6,0.0,6,0.0,483.0,483.0,0,0,1,2,1,483,504,0,987,0.0,0.0,1,1,2,1,2,5,0,1,1,2,1972.0,3,1.0,288.0,3,3,0,0,0,0,0,0,0,5,0,6,2006,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,94500
234,20,0,0,1,75.0,10650,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,5,6,1976,1976,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0,2,2,0,1,0,3,2,2,5,182.0,2,712.0,0.0,894.0,0,0,1,2,1,894,0,0,894,1.0,0.0,1,0,3,1,2,5,0,0,0,2,1976.0,3,1.0,308.0,3,3,0,365,0,0,0,0,0,2,0,2,2010,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,128200
235,60,0,0,1,0.0,7851,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,6,5,2002,2002,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,1,2,0,0,1,2,3,4,1,625.0,6,0.0,235.0,860.0,0,0,1,0,1,860,1100,0,1960,1.0,0.0,2,1,4,1,1,8,0,2,3,4,2002.0,1,2.0,440.0,3,3,0,288,48,0,0,0,0,5,0,5,2010,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,216500
236,160,0,1,0,21.0,1680,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,4,6,3,1971,1971,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,604.0,2,2,0,1,0,3,3,4,2,358.0,6,0.0,125.0,483.0,0,0,1,2,1,483,504,0,987,0.0,0.0,1,1,2,1,2,5,0,0,0,6,1971.0,3,1.0,264.0,3,3,0,0,0,0,0,0,0,5,0,8,2008,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,89500
237,20,0,0,1,65.0,8773,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,7,5,2004,2004,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,98.0,1,2,0,0,1,2,3,2,1,24.0,6,0.0,1390.0,1414.0,0,0,1,0,1,1414,0,0,1414,0.0,0.0,2,0,3,1,1,6,0,0,0,2,2004.0,2,2.0,494.0,3,3,0,132,105,0,0,0,0,5,0,5,2010,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,185500
238,60,0,0,1,0.0,9453,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,4,7,7,1993,2003,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0,1,2,0,0,1,2,3,4,3,402.0,6,0.0,594.0,996.0,0,0,1,0,1,1014,730,0,1744,0.0,0.0,2,1,3,1,1,7,0,0,0,2,1993.0,2,2.0,457.0,3,3,0,370,70,0,238,0,0,5,0,2,2010,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,194500
239,20,0,0,1,93.0,12030,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,8,5,2007,2007,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,254.0,0,2,0,0,1,1,3,4,6,0.0,6,0.0,1694.0,1694.0,0,0,1,0,1,1694,0,0,1694,0.0,0.0,2,0,3,1,1,7,0,0,0,2,2007.0,1,3.0,818.0,3,3,0,168,228,0,0,0,0,5,0,12,2007,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,318000
240,50,0,0,1,52.0,8741,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,6,4,1945,1950,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,2,2,0,1,0,3,4,4,5,94.0,6,0.0,641.0,735.0,0,0,1,2,1,798,689,0,1487,0.0,0.0,1,1,3,1,2,7,0,1,4,6,1949.0,3,1.0,220.0,3,3,0,0,140,0,0,0,0,2,0,4,2010,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,113000
241,20,1,0,0,75.0,9000,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,8,5,2008,2008,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,36.0,1,2,0,0,1,2,3,2,1,1078.0,6,0.0,488.0,1566.0,0,0,1,0,1,1566,0,0,1566,1.0,0.0,2,0,3,1,1,7,0,0,0,2,2008.0,2,2.0,750.0,3,3,0,144,168,0,0,0,0,5,0,4,2010,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,262500
243,50,0,1,0,63.0,5000,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,5,4,1900,1950,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0.0,2,2,0,1,1,3,3,4,6,0.0,6,0.0,540.0,540.0,0,0,1,1,0,889,551,0,1440,0.0,0.0,1,0,3,1,2,6,0,0,0,2,1940.0,3,1.0,352.0,4,3,0,0,0,77,0,0,0,5,0,4,2006,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,79000
244,160,0,0,1,75.0,10762,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,4,6,6,1980,1980,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0.0,2,2,0,1,0,2,3,4,6,0.0,6,0.0,626.0,626.0,0,0,1,2,1,626,591,0,1217,0.0,0.0,1,1,3,1,2,6,0,1,3,2,1980.0,2,1.0,288.0,3,3,0,0,28,0,0,0,0,5,0,4,2009,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,120000
245,60,0,0,1,0.0,8880,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,4,7,5,1994,2002,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,1,2,0,0,1,2,3,4,1,695.0,6,0.0,253.0,948.0,0,0,1,0,1,1222,888,0,2110,1.0,0.0,2,1,3,1,1,8,0,2,2,2,1994.0,2,2.0,463.0,3,3,0,0,130,0,0,0,0,5,0,5,2010,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,205000
246,20,0,0,1,80.0,10400,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,7,5,1988,1988,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,102.0,2,2,0,1,0,2,3,2,1,929.0,6,0.0,916.0,1845.0,0,0,1,1,1,1872,0,0,1872,0.0,1.0,2,0,3,1,2,6,0,1,3,2,1988.0,1,2.0,604.0,3,3,0,197,39,0,0,0,0,5,0,6,2006,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,241500
248,20,0,0,1,75.0,11310,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,6,5,1954,1954,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0.0,2,2,0,1,0,3,3,4,6,0.0,6,0.0,1367.0,1367.0,0,0,1,0,1,1375,0,0,1375,0.0,0.0,1,0,2,1,2,5,0,1,3,2,1954.0,3,2.0,451.0,3,3,0,0,30,0,0,0,0,5,0,6,2006,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,140000
249,60,0,0,1,72.0,11317,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,7,5,2003,2003,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,101.0,1,2,0,0,1,2,3,4,6,0.0,6,0.0,840.0,840.0,0,0,1,0,1,840,828,0,1668,0.0,0.0,2,1,3,1,1,8,0,0,0,2,2003.0,2,2.0,500.0,3,3,0,144,68,0,0,0,0,5,0,9,2007,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,180000
252,120,0,1,0,44.0,4750,1,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,8,5,2006,2007,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,481.0,1,2,0,0,1,2,3,1,1,1573.0,6,0.0,0.0,1573.0,0,0,1,0,1,1625,0,0,1625,1.0,1.0,2,0,2,1,1,5,0,1,4,2,2006.0,1,2.0,538.0,3,3,0,123,0,0,0,153,0,5,0,12,2007,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,235000
253,60,0,0,1,65.0,8366,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,4,6,5,2004,2004,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,1,2,0,0,1,2,3,4,6,0.0,6,0.0,798.0,798.0,0,0,1,0,1,798,842,0,1640,0.0,0.0,2,1,3,1,1,6,0,0,0,2,2004.0,2,2.0,520.0,3,3,0,138,45,0,0,0,0,5,0,12,2008,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,173000
254,80,0,0,1,85.0,9350,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,7,6,7,1964,1991,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,108.0,2,2,0,1,0,2,3,1,5,270.0,2,580.0,452.0,1302.0,0,0,1,0,1,1302,0,0,1302,0.0,1.0,2,0,3,1,1,7,1,0,0,2,1964.0,2,1.0,309.0,3,3,0,333,0,0,0,0,0,2,0,10,2007,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,158000
255,20,0,0,1,70.0,8400,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,5,6,1957,1957,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0,2,1,0,1,0,3,3,4,4,922.0,6,0.0,392.0,1314.0,0,0,1,2,1,1314,0,0,1314,1.0,0.0,1,0,3,1,2,5,0,0,0,2,1957.0,2,1.0,294.0,3,3,0,250,0,0,0,0,0,5,0,6,2010,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,145000
256,60,0,0,1,66.0,8738,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,7,5,1999,1999,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,302.0,1,2,0,0,1,2,3,4,6,0.0,6,0.0,975.0,975.0,0,0,1,0,1,1005,1286,0,2291,0.0,0.0,2,1,4,1,1,8,0,1,3,4,1999.0,1,2.0,429.0,3,3,0,192,0,0,0,0,0,5,0,2,2006,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,230000
257,60,1,0,0,64.0,8791,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,4,6,5,2003,2003,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,1,2,0,0,1,2,3,4,4,503.0,6,0.0,361.0,864.0,0,0,1,0,1,864,864,0,1728,0.0,0.0,2,1,3,1,1,7,0,0,0,2,2003.0,2,2.0,673.0,3,3,0,216,56,0,0,0,0,5,0,5,2008,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,207500
258,20,0,0,1,68.0,8814,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,7,5,2006,2006,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,180.0,1,2,0,0,1,2,3,4,1,1334.0,6,0.0,270.0,1604.0,0,0,1,0,1,1604,0,0,1604,1.0,0.0,2,1,3,1,1,8,0,1,4,2,2006.0,2,2.0,660.0,3,3,0,123,110,0,0,0,0,5,0,3,2009,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,220000
259,60,0,0,1,80.0,12435,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,7,5,2001,2001,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,172.0,1,2,0,0,1,2,3,4,1,361.0,6,0.0,602.0,963.0,0,0,1,0,1,963,829,0,1792,0.0,0.0,2,1,3,1,1,7,0,1,3,2,2001.0,2,2.0,564.0,3,3,0,0,96,0,245,0,0,5,0,5,2008,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,231500
260,20,0,1,0,70.0,12702,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,5,5,1956,1956,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0.0,2,2,0,0,1,6,6,5,7,0.0,7,0.0,0.0,0.0,0,0,1,1,1,882,0,0,882,0.0,0.0,1,0,2,1,2,4,0,0,0,6,1956.0,3,1.0,308.0,3,3,0,0,45,0,0,0,0,5,0,12,2008,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,97000
261,80,0,0,1,120.0,19296,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,7,6,5,1962,1962,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,399.0,2,2,0,1,0,3,3,1,4,672.0,2,690.0,0.0,1362.0,0,0,1,2,1,1382,0,0,1382,1.0,0.0,1,0,3,1,2,6,0,1,3,2,1991.0,3,2.0,884.0,3,3,0,0,0,252,0,0,0,3,0,5,2009,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,176000
262,60,0,0,1,69.0,9588,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,8,5,2007,2007,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,270.0,1,2,0,0,1,1,3,4,6,0.0,6,0.0,1482.0,1482.0,0,0,1,0,1,1482,1092,0,2574,0.0,0.0,2,1,3,1,0,10,0,1,4,4,2007.0,1,3.0,868.0,3,3,0,0,148,0,0,0,0,5,0,11,2007,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,276000
263,80,0,0,1,88.0,8471,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,7,6,7,1977,1995,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,46.0,2,2,0,1,0,2,2,2,2,506.0,6,0.0,0.0,506.0,0,0,1,2,1,1212,0,0,1212,1.0,0.0,1,0,3,1,2,6,0,1,3,2,1978.0,3,2.0,492.0,3,3,0,292,12,0,0,0,0,3,0,7,2006,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,151000
264,50,0,1,0,50.0,5500,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,5,7,1929,2001,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0.0,2,2,0,1,1,3,3,4,5,234.0,2,692.0,0.0,926.0,0,0,1,2,1,926,0,390,1316,1.0,0.0,1,0,3,1,2,6,0,0,0,6,1974.0,3,2.0,484.0,3,3,0,0,0,0,0,0,0,5,0,4,2010,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,130000
265,30,0,1,0,30.0,5232,1,1,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,5,5,1925,2004,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0.0,2,2,0,1,1,4,3,4,6,0.0,6,0.0,680.0,680.0,0,0,1,1,0,764,0,0,764,0.0,0.0,1,0,2,1,2,4,0,0,0,6,1965.0,3,2.0,504.0,3,3,2,0,0,0,0,0,0,5,0,6,2008,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,73000
266,20,0,0,1,78.0,12090,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,6,6,1981,1981,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,210.0,2,1,0,1,0,2,3,4,1,588.0,5,228.0,606.0,1422.0,0,0,1,2,1,1422,0,0,1422,0.0,0.0,2,0,3,1,1,7,0,1,3,2,1981.0,1,2.0,576.0,3,3,0,276,0,0,0,0,0,1,0,6,2008,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,175500
267,60,0,0,1,70.0,11207,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,4,6,5,1997,1997,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,2,2,0,0,1,2,3,2,1,714.0,6,0.0,88.0,802.0,0,0,1,1,1,802,709,0,1511,1.0,0.0,2,1,3,1,2,8,0,1,3,2,1997.0,1,2.0,413.0,3,3,0,95,75,0,0,0,0,5,0,6,2006,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,185000
268,75,0,0,1,60.0,8400,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6,5,8,1939,1997,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0.0,2,2,0,0,1,3,3,4,5,378.0,6,0.0,342.0,720.0,0,0,1,0,1,1052,720,420,2192,0.0,0.0,2,1,4,1,1,8,0,1,4,6,1939.0,3,1.0,240.0,3,3,0,262,24,0,0,0,0,5,0,7,2008,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,179500
269,30,0,1,0,71.0,6900,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,5,6,1940,1955,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,2,2,0,1,0,3,3,4,2,403.0,4,125.0,212.0,740.0,0,0,1,0,1,778,0,0,778,0.0,0.0,1,0,2,1,2,4,0,1,4,6,1966.0,1,1.0,924.0,1,1,0,0,25,0,0,0,0,5,0,2,2008,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,120500
270,20,0,0,1,0.0,7917,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,6,7,1976,1976,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,174.0,2,1,0,1,0,3,2,4,3,751.0,6,0.0,392.0,1143.0,0,0,1,2,1,1113,0,0,1113,1.0,0.0,1,1,3,1,2,6,0,1,2,2,1987.0,2,1.0,504.0,3,2,0,370,30,0,0,0,0,1,0,5,2007,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,148000
273,60,0,0,1,92.0,11764,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,4,8,7,1999,2007,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,348.0,1,2,0,0,1,2,3,4,1,524.0,6,0.0,628.0,1152.0,0,0,1,0,1,1164,1106,0,2270,0.0,0.0,2,1,4,1,1,9,0,1,4,2,1999.0,1,3.0,671.0,3,3,0,132,57,0,0,0,0,5,0,4,2010,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,290000
274,20,0,0,1,80.0,9600,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,6,6,1958,1988,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,183.0,2,2,0,1,0,3,3,4,4,620.0,5,620.0,0.0,1240.0,0,0,1,1,1,1632,0,0,1632,1.0,0.0,2,0,3,1,2,6,1,1,4,2,1958.0,2,1.0,338.0,3,3,0,289,0,0,0,0,0,2,0,4,2009,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,139000
275,20,0,0,1,76.0,8314,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,5,7,1982,1982,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0.0,2,2,0,1,0,3,3,1,2,546.0,6,0.0,270.0,816.0,0,0,1,2,1,816,0,0,816,0.0,0.0,1,0,2,1,2,5,0,0,0,2,1982.0,3,1.0,264.0,3,3,0,168,0,0,0,0,0,5,0,6,2007,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,124500
276,50,0,0,1,55.0,7264,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,3,7,7,1925,2007,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0.0,1,1,0,1,1,3,3,4,6,0.0,6,0.0,952.0,952.0,0,1,0,1,0,952,596,0,1548,0.0,0.0,2,1,3,1,0,5,0,0,0,6,1978.0,3,2.0,672.0,3,3,0,74,0,0,0,144,0,5,0,10,2009,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,205000
277,20,0,0,1,129.0,9196,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,7,5,2003,2003,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,1,2,0,0,1,1,3,4,6,0.0,6,0.0,1560.0,1560.0,0,0,1,0,1,1560,0,0,1560,0.0,0.0,2,0,3,1,1,7,0,0,0,2,2003.0,1,2.0,573.0,3,3,0,100,150,0,0,0,0,5,0,4,2010,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,201000
278,20,0,0,1,140.0,19138,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,4,5,1951,1951,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,2,2,0,1,0,3,3,4,5,120.0,6,0.0,744.0,864.0,0,0,1,0,1,864,0,0,864,0.0,0.0,1,0,2,1,2,4,0,0,0,6,1951.0,3,2.0,400.0,3,3,0,0,0,0,0,0,0,5,0,6,2010,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,141000
